protein	priority	correlation	p_value	index_in_Model	ratio	slope	prot_abun(max_production)	ref_abun(paxdb)	abun_fold	homolougous_gene	metabolic/secretoy	complex/not	Entry	Entry name	Protein names	Length	Mass	Cross-reference (PaxDb)	Subcellular location [CC]	Function [CC]
YBR204C	-4.5	-1	0	93	0.7083171813649	-7019698.08957807	1.54135738278679e-10	4.32663270560969e-08	0.0035624872450771		metabolic		P38139	LDH1	Lipid droplet hydrolase 1 (EC 3.1.1.-) (Lipid esterase) (EC 3.1.1.-) (Triacylglycerol lipase) (EC 3.1.1.3)	375	43,287	P38139;	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:21478430}.	FUNCTION: Serine hydrolase required for the maintenance of steady state level of non-polar and polar lipids of lipid droplets and thus plays a role in maintaining the lipids homeostasis. Exhibits both esterase and triacylglycerol lipase activity. {ECO:0000269|PubMed:21478434}.
YBR205W	4	1	0	94	13.402576391409	80.691566385372	5.96613217940284e-06	2.88123107165601e-07	20.7068854632814		Secretory		P38130	KTR3	Probable mannosyltransferase KTR3 (EC 2.4.1.-)	404	47,482	P38130;	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	FUNCTION: Possible glycosyltransferase that transfers an alpha-D-mannosyl residue from GDP-mannose into lipid-linked oligosaccharide, forming an alpha-(1->2)-D-mannosyl-D-mannose linkage.
YBR218C	-1	-1	0	97	0.895678437709037	-14485.0447163345	2.63788503377264e-07	4.1734775655881e-06	0.0632059234131985	YGL062W	metabolic		P32327	PYC2	Pyruvate carboxylase 2 (EC 6.4.1.1) (Pyruvic carboxylase 2) (PCB 2)	1180	130,167	P32327;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: Pyruvate carboxylase catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second.
YBR221C	-2	-1	0	98	0.780673815839441	-301.209783078407	5.26499350620052e-06	1.78042850275089e-06	2.9571496401376		metabolic	Mitochondrial pyruvate dehydrogenase complex	P32473	PDB1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (EC 1.2.4.1) (Pyruvate dehydrogenase complex component E1 beta) (PDHE1-B)	366	40,054	P32473;	SUBCELLULAR LOCATION: Mitochondrion matrix.	FUNCTION: The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2).
YBR229C	3	1	0	100	38.617246736197	276.69565395554	1.65394635891066e-06	7.21743597351704e-08	22.9159824206198		Secretory	Glucosidase II complex	P38138	ROT2	Glucosidase 2 subunit alpha (EC 3.2.1.207) (Alpha-glucosidase II subunit alpha) (Glucosidase II subunit alpha) (Reversal of TOR2 lethality protein 2)	954	110,266	P38138;	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:16373354}.	FUNCTION: Catalytic subunit of glucosidase 2, which cleaves sequentially the 2 innermost alpha-1,3-linked glucose residues from the Glc(2)Man(9)GlcNAc(2) oligosaccharide precursor of immature glycoproteins. {ECO:0000269|PubMed:16373354, ECO:0000269|PubMed:8910335}.
YBR243C	4	1	0	103	38.6172433638708	3961.39647416015	1.15524859335266e-07	1.57941238147256e-09	73.1442026733746		metabolic		P07286	ALG7	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase) (Tunicamycin resistance protein 1)	448	50,368	P07286;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.	FUNCTION: Catalyzes the initial step in the synthesis of dolichol-P-P-oligosaccharides.
YBR248C	-0.5	-1	0	105	0.906783861883192	-13126.2164074658	3.30507219234702e-07	3.05353060418029e-06	0.108237729395028		metabolic		P33734	HIS7	Imidazole glycerol phosphate synthase hisHF (IGP synthase) (IGPS) (ImGP synthase) (EC 4.3.2.10) [Includes: Glutaminase (EC 3.5.1.2); Cyclase]	552	61,068	P33734;	NaN	FUNCTION: IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The glutaminase domain produces the ammonia necessary for the cyclase domain to produce IGP and AICAR from PRFAR. The ammonia is channeled to the active site of the cyclase domain.
YBR249C	-0.5	-1	0	106	0.832817775446885	-1735.90272736589	1.27718519734727e-06	9.52433527009212e-06	0.134097043114161		metabolic		P32449	ARO4	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	370	39,749	P32449;	NaN	FUNCTION: Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP).
YBR265W	-0.5	-1	0	110	0.703497302381317	-797139.730618941	1.32653826765543e-09	9.38075232632188e-07	0.00141410648262532		metabolic		P38342	TSC10	3-ketodihydrosphingosine reductase TSC10 (EC 1.1.1.102) (3-dehydrosphinganine reductase) (KDS reductase) (Temperature-sensitive CSG2 suppressor protein 10)	320	35,973	P38342;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	FUNCTION: Catalyzes the reduction of 3-ketodihydrosphingosine (KDS) to dihydrosphingosine (DHS). {ECO:0000269|PubMed:9804843}.
YBR291C	-0.5	-1	0	112	0.81965381982925	-530.331902169878	3.82301322599546e-06	1.88572266151573e-07	20.2734649374291		metabolic		P38152	CTP1	Tricarboxylate transport protein (Citrate transport protein) (CTP)	299	32,173	P38152;	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	FUNCTION: Transport of citrate across inner mitochondrial membrane.
YBR296C	0	0.5	0.0849827627638608	116	5.34123873438377	4059.66208163778	5.34913086690711e-08	1.83786168025898e-08	2.91051874271264		metabolic		P38361	PHO89	Phosphate permease PHO89 (Na(+)/Pi cotransporter PHO89)	574	62,654	P38361;	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	FUNCTION: Sodium-phosphate symporter. Active in early growth phase. {ECO:0000269|PubMed:9671031}.
YCL018W	-0.5	-1	0	123	0.824002753645695	-375.278220171632	5.56056028379844e-06	1.56026798896986e-07	35.6384949451516		metabolic		P04173	LEU2	3-isopropylmalate dehydrogenase (3-IPM-DH) (IMDH) (EC 1.1.1.85) (Beta-IPM dehydrogenase)	364	38,953	P04173;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: Catalyzes the oxidation of 3-carboxy-2-hydroxy-4-methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2-oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate.
YCL030C	-0.5	-1	0	125	0.906783861883192	-1011.48496147253	4.28904971319462e-06	9.50519087758942e-06	0.451232360131452		metabolic		P00815	HIS4	Histidine biosynthesis trifunctional protein [Includes: Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphohydrolase (EC 3.6.1.31); Histidinol dehydrogenase (HDH) (EC 1.1.1.23)]	799	87,721	P00815;	NaN	NaN
YCL035C	0	-0.269230769230769	0.373300689357144	126	1.0213999794578	1822459655.4045	1.23997835646116e-12	1.15823574641321e-06	1.070575105544e-06	YDR513W	metabolic		P25373	GRX1	Glutaredoxin-1 (EC 1.11.1.9) (EC 2.5.1.18) (Glutathione-dependent oxidoreductase 1)	110	12,380	P25373;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.	FUNCTION: Component of the glutathione system which performs several activities such as glutathione-dependent oxidoreductase, glutathione peroxidase and glutathione S-transferase (GST) activity (PubMed:11875065, PubMed:12684511). The disulfide bond functions as an electron carrier in the glutathione-dependent synthesis of deoxyribonucleotides by the enzyme ribonucleotide reductase. In addition, it is also involved in reducing cytosolic protein- and non-protein-disulfides in a coupled system with glutathione reductase. Required for resistance to reactive oxygen species (ROS) by directly reducing hydroperoxides and for the detoxification of ROS-mediated damage. GRX1 is less active as an oxidoreductase than GRX2 (PubMed:9571241, PubMed:18992757, PubMed:20417731). {ECO:0000269|PubMed:11875065, ECO:0000269|PubMed:12684511, ECO:0000269|PubMed:18992757, ECO:0000269|PubMed:20417731, ECO:0000269|PubMed:9571241}.
YCL043C	0	0.615384615384616	0.0285398925978479	129	1.13508460042844	3024.58150024235	1.03318469344886e-06	2.26861051156968e-06	0.455426212732297	YDR518W	Secretory	HTM1-PDI1 exomannosidase complex	P17967	PDI1	Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Thioredoxin-related glycoprotein 1)	522	58,227	P17967;	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138}.	FUNCTION: Protein disulfide isomerase of ER lumen required for formation of disulfide bonds in secretory and cell-surface proteins and which unscrambles non-native disulfide bonds. Forms a complex with MNL1 to process unfolded protein-bound Man8GlcNAc2 oligosaccharides to Man7GlcNAc2, promoting degradation in unfolded protein response. {ECO:0000269|PubMed:16002399, ECO:0000269|PubMed:19124653, ECO:0000269|PubMed:21700223}.
YCL050C	-0.5	-1	0	131	0.781401386196136	-22717.2923671557	7.02181729453296e-08	7.64818480482774e-06	0.00918102461397193	YDR530C	metabolic		P16550	APA1	Protein APA1 [Includes: Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase 1 (Ap4A phosphorylase 1) (EC 2.7.7.53) (ADP-sulfurylase) (EC 2.7.7.5) (ATP adenylyltransferase) (Diadenosine tetraphosphate alpha,beta-phosphorylase (ADP-forming))]	321	36,493	P16550;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.	FUNCTION: Ap4A phosphorylase catalyzes the phosphorolytic degradation of bis(5'-adenosyl) tetraphosphate (Ap4A) into ADP and ATP. Can also use other Np4N' nucleotides (where N and N' stand for A,C,G or U) as substrates with equal efficiency. Cannot catalyze the reverse reaction. Additionally, this enzyme can also catalyze the phosphorolytic degradation of adenosine 5'-phosphosulfate (AMPS) into ADP and sulfate, the reversible exchange reaction between inorganic phosphate and the beta-phosphate of a nucleoside diphosphate (NDP), and the synthesis of Ap4A from AMPS plus ATP. {ECO:0000269|PubMed:1660456, ECO:0000269|PubMed:2174863, ECO:0000269|PubMed:2556364, ECO:0000269|PubMed:2840953, ECO:0000269|PubMed:3009435, ECO:0000269|PubMed:7642617}.
YCL052C	-0.5	-1	0	132	0.703497302381317	-10265967.745728	1.03004059970342e-10	3.91502826680168e-07	0.000263099147568836		metabolic	Glycosylphosphatidylinositol-mannosyltransferase I complex	P25580	PBN1	Protein PBN1 (Protease B non-derepressible protein 1)	416	47,923	P25580;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:9649520}; Single-pass type III membrane protein {ECO:0000269|PubMed:9649520}.	FUNCTION: Required for proper folding and/or the stability of a subset of proteins in the endoplasmic reticulum. Aids the autocatalytic processing of PRB1. Component of glycosylphosphatidylinositol-mannosyltransferase 1 which transfers the first of the 4 mannoses in the GPI-anchor precursors during GPI-anchor biosynthesis. Probably acts by stabilizing the mannosyltransferase GPI14. {ECO:0000269|PubMed:15635094, ECO:0000269|PubMed:16418276, ECO:0000269|PubMed:9649520}.
YCL064C	-0.5	-1	0	133	0.811854622043808	-54311.3147088055	3.54031793637552e-08	3.3885574729775e-06	0.0104478615594047		metabolic		P25379	CHA1	Catabolic L-serine/threonine dehydratase [Includes: L-serine dehydratase (EC 4.3.1.17) (L-serine deaminase); L-threonine dehydratase (EC 4.3.1.19) (L-threonine deaminase)]	360	39,301	P25379;	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16823961}.	NaN
YCR012W	-0.5	-1	0	138	0.808956386176693	-10.875005022675	0.000173468800788345	0.000152322358947714	1.1388269062186		metabolic		P00560	PGK1	Phosphoglycerate kinase (EC 2.7.2.3)	416	44,738	P00560;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11502169}. Mitochondrion {ECO:0000269|PubMed:16823961}.	NaN
YCR034W	-0.5	-1	0	142	0.708333333333333	-346.949358081872	3.11881235139377e-06	1.84743387651033e-06	1.68818618682309	YJL196C	metabolic		P25358	ELO2	Elongation of fatty acids protein 2 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELO2) (Fenpropimorph resistance protein 1) (Glucan synthesis protein 1) (Very-long-chain 3-oxoacyl-CoA synthase 2) (v-SNARE bypass mutant gene 2 protein)	347	40,002	P25358;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12087109, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9832547}; Multi-pass membrane protein {ECO:0000255}.	FUNCTION: Component of a microsomal membrane-bound long-chain fatty acid elongation system, which produces the 20-26-carbon very long-chain fatty acids (VLCFA) from long-chain fatty acid precursors and is involved ceramide and inositol sphingolipid biosynthesis. Component of elongase II, which elongates 16-18 carbon fatty acyl-CoAs such as palmitoyl-CoA and stearoyl-CoA to 20-22-carbon fatty acids by incorporation of malonyl-CoA (PubMed:9211877, PubMed:12684876). Involved in the synthesis of 1,3-beta-glucan (PubMed:7768822). The enzymes active site faces the cytosol, whereas VLCFA length is determined by a lysine near the luminal end of transmembrane helix 6 (PubMed:17719544). Plays an important role in lipotoxic cell death induced by oleic acid through maintaining a balanced fatty acid composition in thr plasma membrane (PubMed:29458843). {ECO:0000269|PubMed:12684876, ECO:0000269|PubMed:17719544, ECO:0000269|PubMed:29458843, ECO:0000269|PubMed:7768822, ECO:0000269|PubMed:9211877}.
YCR048W	-0.5	-1	0	145	0.708342536703276	-3044.60055422492	3.55421856101956e-07	2.23989392281563e-08	15.8677985810675	YNR019W	metabolic		P25628	ARE1	Sterol O-acyltransferase 1 (EC 2.3.1.-) (Sterol-ester synthase 1)	610	71,613	P25628;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10672016}; Multi-pass membrane protein {ECO:0000255}.	FUNCTION: Sterol O-acyltransferase that catalyzes the formation of stery esters. {ECO:0000269|PubMed:10672016, ECO:0000269|PubMed:8650549}.
YCR053W	-0.5	-1	0	146	0.85781189447608	-344.10756098839	7.80931099998089e-06	1.12951915765917e-05	0.691383669504556		metabolic		P16120	THR4	Threonine synthase (TS) (EC 4.2.3.1)	514	57,474	P16120;	NaN	FUNCTION: Catalyzes the gamma-elimination of phosphate from L-phosphohomoserine and the beta-addition of water to produce L-threonine. {ECO:0000250}.
YDL004W	-2	-1	0	153	0.826866543797358	-4274.93430023048	4.98368959006367e-07	1.63684555898066e-07	3.04469139603327		metabolic	Mitochondrial proton-transporting ATP synthase complex	Q12165	ATP16	ATP synthase subunit delta, mitochondrial (F-ATPase delta subunit)	160	17,020	Q12165;	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.	FUNCTION: Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP turnover in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(1) domain and of the central stalk which is part of the complex rotary element. Rotation of the central stalk against the surrounding alpha(3)beta(3) subunits leads to hydrolysis of ATP in three separate catalytic sites on the beta subunits.
YDL015C	-0.5	-1	0	154	0.703497302381317	-30265.2350994341	3.49389771419401e-08	2.44091004409396e-06	0.0143139142822894		metabolic		Q99190	TSC13	Very-long-chain enoyl-CoA reductase (EC 1.3.1.93) (Enoyl reductase TSC13) (Temperature-sensitive CSG2 suppressor protein 13) (Trans-2-enoyl-CoA reductase)	310	36,768	Q99190;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11113186, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15958487}; Multi-pass membrane protein {ECO:0000269|PubMed:11113186, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15958487}. Note=Accumulates at nucleus-vacuole (NV) junctions. Sequestred to NV junctions by NVJ1. Accumulates in nuclear PMN bleps and vesicles during stationary phase and nitrogen starvation. {ECO:0000269|PubMed:11113186, ECO:0000269|PubMed:15958487}.	FUNCTION: Catalyzes the last of the four reactions of the long-chain fatty acids elongation cycle. This endoplasmic reticulum-bound enzymatic process, allows the addition of 2 carbons to the chain of long- and very long-chain fatty acids/VLCFAs per cycle. This enzyme reduces the trans-2,3-enoyl-CoA fatty acid intermediate to an acyl-CoA that can be further elongated by entering a new cycle of elongation. Thereby, it participates in the production of VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of membrane lipids and lipid mediators. VLCFAs serve for instance as precursors for ceramide and sphingolipids. Required for normal biogenesis of piecemeal microautophagy of the nucleus (PMN) bleps and vesicles during nutrient stress. {ECO:0000269|PubMed:11113186, ECO:0000269|PubMed:15958487}.
